File Name,Quantity List
PEACH_(Prunus_persica_L.)_1200.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.001', '0.002\xa0—\xa00.006', 'trace', -1, -1, -1, 'trace', -1, -1, -1, -1, -1, -1, -1, 'trace', 'trace', -1, '0.004\xa0—\xa00.009', -1, -1, -1, -1, -1, -1, 'trace\xa0—\xa00.5', 'trace\xa0—\xa00.75', -1, '0.016\xa0—\xa00.16', '0.003\xa0—\xa00.02', -1, -1, '0.005\xa0—\xa00.011', -1, -1, -1, -1, '0.032\xa0—\xa00.044', -1, '0.004\xa0—\xa00.26', -1, -1, -1, 'trace', -1, 'trace\xa0—\xa00.013', -1, -1, -1, -1, -1, -1, '0.005\xa0—\xa00.75', '0.002\xa0—\xa00.197', -1, -1, -1, -1, -1, 'trace', '0.011\xa0—\xa01.15', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.014\xa0—\xa00.024', -1, 'trace\xa0—\xa00.02', '0.004\xa0—\xa00.006', '1.5\xa0—\xa02.35', -1, -1, '1.7\xa0—\xa04.2', -1, '0.005\xa0—\xa00.012', -1, -1, '0.015\xa0—\xa00.04', -1, -1, -1, -1, -1, -1, '0.003\xa0—\xa00.009', '0.003\xa0—\xa00.013', '0.007\xa0—\xa00.044', '0.002\xa0—\xa00.005', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.73', '0.9', -1, -1, 'trace\xa0—\xa00.1', '0.002\xa0—\xa00.005', '0.011\xa0—\xa00.66', '0.004\xa0—\xa00.005', '0.006\xa0—\xa00.015', '0.003\xa0—\xa00.04', '0.01\xa0—\xa00.95', '0\xa0—\xa00.11', '0.022\xa0—\xa00.03', '0.06\xa0—\xa00.1', -1, '0\xa0—\xa00.22', '0.25', -1, -1, -1, 'trace', -1, -1, 'trace', -1, 'trace', -1, -1, -1]"
STRAWBERRY_FRUIT_(var._Festival)_1614.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
MANGO_(over-ripe_purée)_(var._keaw)_10525.html,"['0.03', '0.04', '0.3', '0.3', '0.1', '0.052']"
WOOD_APPLE_(Feronia_limonia)_13900.html,"['1.1', '0.03', '2.6', '1.3', '0.1', '12', '3.5', '0.4', '0.29', '9.35', '5.9', -1, '6.7', '20.8', '0.02', '1.4', '0.85', '4.1', '0.03', '0.5', '0.3', '0.07', '0.62', '0.6', '0.5']"
PLUMCOT_(Prunus_armenica_x_Prunus_salicina)_9080.html,"[-1, -1, '0\xa0—\xa00.005', '0.004\xa0—\xa00.024', '0\xa0—\xa00.007', -1, '0\xa0—\xa00.004', '0\xa0—\xa00.002', '0.002\xa0—\xa00.007', '0.004', '0.01', '0.034', '0.013\xa0—\xa00.039', '0.001\xa0—\xa00.044', '0\xa0—\xa00.011', -1, '0\xa0—\xa00.01', '0\xa0—\xa00.024', '0\xa0—\xa00.02', '0.006\xa0—\xa00.288', '0\xa0—\xa00.051', '0\xa0—\xa00.004', '0.004\xa0—\xa00.1', '0\xa0—\xa00.434', -1, '0\xa0—\xa00.005', '0.024', '0\xa0—\xa00.005', '0.007\xa0—\xa00.091', '0.031', '0.001\xa0—\xa00.011', '0\xa0—\xa00.005', '0.199', '0.001\xa0—\xa00.234', '0\xa0—\xa00.026', '0.005', '0.01', '0.001\xa0—\xa00.006', '0.001\xa0—\xa00.003', -1, -1, '0\xa0—\xa00.024', '0.019\xa0—\xa00.136', '0\xa0—\xa00.01', '0\xa0—\xa00.01', '0\xa0—\xa00.075', '0.007\xa0—\xa00.094', -1, -1, '0\xa0—\xa00.005', '0\xa0—\xa00.002', '0.002\xa0—\xa00.066', '0\xa0—\xa00.064', '0\xa0—\xa00.032', '0\xa0—\xa00.002', '0\xa0—\xa00.003', '0.001\xa0—\xa00.012', '0.12', -1, -1, -1, '0.007', '0\xa0—\xa00.008', -1, '0\xa0—\xa00.004', -1, -1, '0.001', -1, '0\xa0—\xa00.018', '0\xa0—\xa00.021', -1, -1, -1, '0\xa0—\xa00.016', -1, '0\xa0—\xa00.001', -1, -1, '0\xa0—\xa00.013', '0\xa0—\xa00.232', '0\xa0—\xa00.031', '0\xa0—\xa00.001', -1, '0\xa0—\xa00.012', '0\xa0—\xa00.005', '0.004\xa0—\xa00.334', '0\xa0—\xa00.009', '0\xa0—\xa00.002', '0.007\xa0—\xa00.324', '0\xa0—\xa00.001']"
RABBITEYE_BLUEBERRY_(Vaccinium_ashei_Raede)_650.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
PULASAN_(Nephelium_ramboutan-ake_(Labill.)_Leenh.)_26900.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
PAPAYA_(Carica_papaya_L.)_1100.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, '0.0004\xa0—\xa00.5', '0.1\xa0—\xa00.5', '0.01\xa0—\xa00.05', '0.01\xa0—\xa00.05', '0.1\xa0—\xa00.5', '0.005', -1, -1, -1, -1, -1, -1, '0.05\xa0—\xa00.1', '0.1\xa0—\xa00.5', -1, '0.1\xa0—\xa00.5', '0.1\xa0—\xa00.5', -1, -1, '0.01\xa0—\xa00.05', -1, -1, '0.005', -1, '0.0001', -1, -1, -1, 'trace', -1, -1, -1, -1, -1, '0.1\xa0—\xa00.5', -1, -1, -1, -1, -1, -1, -1, -1, '0.01\xa0—\xa00.05', 'trace\xa0—\xa00.5', -1, '0.003', '0.02', -1, '0.002', -1, '0.01\xa0—\xa00.05', '0.001', '0.01', '0.001', '0.01\xa0—\xa00.05', '0.002', -1, -1, '0.007', '0.01', '0.003', '0.001', '0.002', '0.03', '0.001', '0.002', 'trace', -1, -1, -1, -1, -1, '0.003', '0.002', '0.003', '0.001', '0.004', 'trace\xa0—\xa00.05', -1, '0.0006\xa0—\xa011.7', -1, -1, '0.0002\xa0—\xa00.1', '0.0002\xa0—\xa00.005', '0.05\xa0—\xa00.1', '0.007', -1, -1, '0.006', -1, -1, -1, -1, -1, -1, '0.0003\xa0—\xa00.05', '0.0008', 'trace', -1, 'trace', 'trace', -1, '0.008', -1, -1, '0.001', '0.004', -1, '0.02', '0.01\xa0—\xa00.05', -1, -1, '0.006', '0.002', '0.003', '0.003', '0.002', -1, -1, -1, '<0.05', -1, -1, '0.05\xa0—\xa00.1', '<0.05', '<0.05', '1.2\xa0—\xa029.9', -1, '<0.05', -1, -1, '<0.05', '<0.05', 'trace\xa0—\xa00.05', '0.05\xa0—\xa00.1', '<0.05', '<0.05', 'trace\xa0—\xa04.9', -1, '0.05\xa0—\xa00.1', '<0.05', '<0.05', '<0.05', '<0.05', 'trace\xa0—\xa08.7', '<0.05', '<0.05', '0.05\xa0—\xa00.1', '<0.05', '0.1\xa0—\xa00.5', '0.1\xa0—\xa00.5', '0.1\xa0—\xa00.5', '<0.05', '<0.05', '<0.05', '<0.05', '0.05\xa0—\xa00.1', '<0.05', '0.05\xa0—\xa00.1', '<0.05', '<0.05', '0.1\xa0—\xa00.5', '0.1\xa0—\xa00.5', '<0.05', '0.05\xa0—\xa00.1', '<0.05', '<0.05', '<0.05', '<0.05', '<0.05', '<0.05', '0.05\xa0—\xa00.1', '<0.05\xa0—\xa02.5', '<0.05', '<0.05', '0.05\xa0—\xa00.1', '0.1\xa0—\xa00.5', '<0.05', '0.01', -1, '0.003\xa0—\xa00.01', -1, -1, -1, -1, '<0.01', -1, -1, -1, '<0.01\xa0—\xa00.047', -1, -1, -1, -1, '0.0003\xa0—\xa00.01', '0.0003', -1, '0.0001', -1, -1, -1, -1, '0.0006', -1, '0.6', '0.0001', -1, '0.0002', -1, '0.0008', '0.0007', '0.0002', '<0.01', '0.001\xa0—\xa00.01', '0.01', '0.007\xa0—\xa00.01', -1, '0.0002', -1, -1, -1, -1, '<0.01\xa0—\xa00.02', -1, '0.002\xa0—\xa00.01', 'trace\xa0—\xa00.004', -1, '0.001', '0.001', '0.002', '0.0001\xa0—\xa00.003', -1, -1, -1, -1, '0.004', '0.0001', '0.0005', '0.02', '0.004', '0.001', '<0.05', '0.0002', '0.001', '0.03', '0.001\xa0—\xa018.1', '0.05\xa0—\xa00.1', '0.004', -1, -1, -1, '0.01\xa0—\xa00.05', -1, -1, '0.01\xa0—\xa00.017', 'trace\xa0—\xa00.0001', -1, -1, '0.002', -1, '0.007\xa0—\xa01.2', '0.0007\xa0—\xa03', -1, -1, -1, -1, '<0.05', '0.0001', -1, '0.01\xa0—\xa00.05', 'trace\xa0—\xa00.006', 'trace\xa0—\xa00.004', -1, -1, -1, -1, -1, -1, -1, '0.009']"
RASPBERRY_(Rubus_idaeus_L.)_1510.html,"['0.002\xa0—\xa00.035', -1, 'trace', -1, -1, '1', 'trace\xa0—\xa00.1', '0.1', 'trace', 'trace', -1, -1, 'trace', '1.7', 'trace', '1.3', -1, '<0.005', '0.005\xa0—\xa00.05', '<0.005', '7\xa0—\xa016', 'trace\xa0—\xa0137', 'trace', 'trace\xa0—\xa02.2', '0.05\xa0—\xa00.11', '0.06', 'trace', '<0.03\xa0—\xa07.2', '0.02\xa0—\xa04.5', '0.01\xa0—\xa00.04', '0.03\xa0—\xa02.3', 'trace\xa0—\xa00.05', '<0.005', -1, '0.005\xa0—\xa02.2', 'trace', '0.05\xa0—\xa09.8', '1', '0.005\xa0—\xa00.05', '1.5', -1, '0.005\xa0—\xa00.05', '0.005\xa0—\xa00.05', -1, '0.005\xa0—\xa00.05', '0.03\xa0—\xa00.08', '0.05\xa0—\xa01.1', '0.005\xa0—\xa00.6', '0.005\xa0—\xa01.1', -1, -1, '1.1', '0.9\xa0—\xa02.9', '<0.005\xa0—\xa04.9', '0.1\xa0—\xa02.8', 'trace', 'trace', '1', '0.05\xa0—\xa00.7', '0.005\xa0—\xa00.05', '1', '0.3', '26', '<0.01', '<0.01', '0.01\xa0—\xa00.1', '0.01\xa0—\xa00.1', 'trace\xa0—\xa01', '0.1\xa0—\xa01', 'trace\xa0—\xa00.05', '0.005\xa0—\xa02', -1, -1, -1, -1, '0.005\xa0—\xa00.05', '<0.005', '0.3', 'trace', 'trace', -1, '0.01\xa0—\xa00.1', -1, '0.005\xa0—\xa05', '<0.01\xa0—\xa00.07', '<0.01', -1, -1, '4.5', -1, '0.005\xa0—\xa00.05', -1, -1, -1, -1, '0.005\xa0—\xa00.05', '<0.005\xa0—\xa00.1', -1, '<0.005', '0.05\xa0—\xa01.3', -1, -1, '<0.01\xa0—\xa01.3', '0.005\xa0—\xa00.05', -1, '0.009\xa0—\xa04.3', '0.4', '0.005\xa0—\xa00.3', '0.005\xa0—\xa00.05', -1, '1.9\xa0—\xa022', 'trace\xa0—\xa00.03', '<0.03', '0.3\xa0—\xa01.3', 'trace', '0.07', 'trace', 'trace', '<0.03', -1, '2.4\xa0—\xa09.4', -1, -1, -1, '0.2', 'trace\xa0—\xa00.8', -1, '0.07', 'trace\xa0—\xa00.03', -1, -1, -1, 'trace', -1, -1, -1, -1, 'trace', -1, -1, 'trace\xa0—\xa00.03', -1, -1, -1, '2\xa0—\xa02.3', 'trace', 'trace', 'trace\xa0—\xa016', 'trace', -1, -1, -1, '0.1\xa0—\xa00.2', '<0.005', 'trace', '0.03\xa0—\xa00.07', '0.06\xa0—\xa00.07', 'trace', -1, '0.02\xa0—\xa00.2', '0.01\xa0—\xa00.3', -1, '0\xa0—\xa00.01', '1.8', '1.1', '1\xa0—\xa01.4', '0.4\xa0—\xa01.4', '0.04\xa0—\xa00.2', '0.01\xa0—\xa00.15', -1, -1, '0.005\xa0—\xa01', '0.01', '0.02', '0.8', '0.0003', '0.0007', '<0.005\xa0—\xa00.6', '0.03', '0.04', '1', '0.0008', '0.002', '0.001', '0.001', '0.005\xa0—\xa01.4', '0.0006', '0.0005', '0.0025', '0.0025', '0.3', -1, '0.6\xa0—\xa01.8', 'trace', -1, '0.06\xa0—\xa00.1', -1, '0.4', 'trace', 'trace', 'trace', -1, -1, -1, -1, '0.005\xa0—\xa00.05', '0.1', '0.1\xa0—\xa04.8', 'trace\xa0—\xa02.8', -1, -1, 'trace', '0.005\xa0—\xa00.05']"
MULBERRY_(Morus_species)_26600.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '344\xa0—\xa01176', '10\xa0—\xa033', '35400\xa0—\xa0198500', '2950\xa0—\xa05950', '5500\xa0—\xa023400', '0.5', '0.3', '4.3', '3', '7.6', '5.4', '21.9', '4.9', '66.2', -1, -1, -1, -1, -1, -1, -1, -1]"
"OLIVE_OIL_(Turkey,_Izmir)_8831.html","['1.55\xa0\xa011.53', '4.85\xa0\xa018.67', '130900\xa0\xa0144200', '8700\xa0\xa010600', '350\xa0\xa0800', '20800\xa0\xa025600', '681800\xa0\xa0719800', '80100\xa0\xa0105700', '5900\xa0\xa06900', '3600\xa0\xa04500', '1000\xa0\xa01300', '500\xa0\xa0700', '0.80\xa0\xa01.30', '2400\xa0\xa03000', '25.24\xa0\xa040.02', '6.87\xa0\xa055.95', '42.43\xa0\xa093.58', '13.06\xa0\xa018.31', '6.52\xa0\xa015.21']"
BLACK_OLIVE_8830.html,"[-1, -1, -1, -1, -1, '7\xa0—\xa08', '0.02\xa0—\xa00.03', '0.3\xa0—\xa00.4', '0.004\xa0—\xa00.01', '0.0005', '1.6\xa0—\xa01.8', '0.003', '0.005\xa0—\xa00.006', '0.003', '0.001\xa0—\xa00.005', '0.008\xa0—\xa00.06', '0.01\xa0—\xa00.02', '0.006\xa0—\xa00.01', '0.05\xa0—\xa00.06', '0.004\xa0—\xa00.02', '0.2\xa0—\xa03.5', '0.006\xa0—\xa00.01', '0.1\xa0—\xa01', '0.0009\xa0—\xa00.007', '0.0007\xa0—\xa00.02']"
SCORODOCARPUS_borneensis_Becc_(wood_garlic)_30200.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
PAPER_MULBERRY_(Broussonetia_papyrifera)_34900.html,"['0.9', '1.2', -1, -1, '18.5', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.1', '3.2', '12.1', -1, '72.9', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
NECTARINE_20000.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 'trace', -1, -1, '<0.01\xa0—\xa00.02', 'trace', '<0.01', '<0.01\xa0—\xa00.03', '0\xa0—\xa00.01', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.05\xa0—\xa00.18', '0.03\xa0—\xa00.17', -1, '0.03\xa0—\xa00.11', -1, -1, -1, -1, '<0.01\xa0—\xa00.09', -1, -1, -1, '0\xa0—\xa00.5', -1, -1, -1, '0.58\xa0—\xa01.95', '0.96\xa0—\xa03.95', '<0.01\xa0—\xa00.04', '<0.01\xa0—\xa00.04', '<0.01', '0.02\xa0—\xa00.2', -1, '<0.01', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '<0.01\xa0—\xa00.02', '<0.01', '<0.01\xa0—\xa00.05', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.27\xa0—\xa00.35', '0.01\xa0—\xa00.04', '0.01\xa0—\xa00.3', '<0.01\xa0—\xa00.14', '<0.01', '0.22\xa0—\xa02.2', '0.19\xa0—\xa01.4', '0.03\xa0—\xa00.31', '0.07\xa0—\xa00.28', '<0.01\xa0—\xa00.23', -1, -1, -1, -1, -1, -1, -1, -1, '<0.01', '<0.01', -1, -1]"
"HOG_PLUM_(raw_juice,_Spondias_mombins_L.)_23602.html",[-1]
PRUNUS_SIMONII_9070.html,"['0.0038', '0.0008', '0.3575', '0.0195', '0.0395', '0.0084', '0.003', '0.0211', '0.0035', '0.0933', '0.0435', '0.002', '0.0391', '0.0041', '0.0117', '0.0042', '0.005', '0.0008', '0.0182', '0.9045', '0.0309', '2.1215', '0.0553', '0.0141', '0.1009', '0.0034', '0.0052', '0.0059', '0.0023', '0.0147', '0.0004', '0.0095', '0.0038', '0.106', '0.0012', '0.2978']"
"PASSIFLORA_VITIFOLIA_HBK,_GRANADILLA_(pulp)_8907.html","['0.088', '0.19', '0.015', '0.408', '0.045', '0.074', '0.19', '0.365', '0.16', '1.536', '0.204', '1.914', '0.848', '0.028', '0.04', '0.141', '0.04', '0.052', '0.16']"
PASSION_FRUIT_(yellow)_(P.F._FLAVICARPA)__8904.html,"[-1, -1, -1, '0.04', '0.37', -1, '0.01', -1, -1, -1, -1, -1, -1, '0.03', '0.11', '0.74', -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.73', -1, -1, -1, -1, -1, -1, -1, -1, '0.022', '0.011', '0.011', -1, -1, '1.27', '0.08', -1, -1, '0.015', '0.004\xa0—\xa00.006', '0.009\xa0—\xa00.011', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '2.29', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '1.28', -1, '0.07', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.68', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.21', -1, -1, -1, -1, '0.01', -1, '0.02', -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.02', -1, '0.02', -1, '0.01', -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.05', -1, -1, -1, '0.03', -1, -1, '3.34', '0.03', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.23', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.31', '0.07', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.34', -1, -1, -1, -1, -1, '0.17', -1, -1, -1, '0.89', -1, -1, -1, -1, '0.031', '0.027', '0.004', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.39', -1, -1, -1, -1, -1, -1, -1, '<0.002', '4.04', -1, -1, '0.036', '0.034', '0.002', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.01', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.1', -1, '0.14', '0.01', '0.12', -1, '0.15', '0.03', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '71', -1, -1, '0.038', -1, -1, -1, '0.002', -1, -1, -1, -1, '0.0001', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.002', '0.0003', -1, '0.001', -1, '0.0005', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.69', '0.44', -1, -1, -1, '0.15', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.03', '0.02', '0.01', -1, -1, -1, -1, -1, -1, -1]"
OMIJA_FRUIT_(Schisandra_chinensis_Baillon)_28100.html,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
GUAVA_PEEL_802.html,"['0.5', -1, -1, -1, '2.4', '0.4', -1, '20.6', '0.7', '7', '1', '0', '0.5', -1, '0.8', '2.4', '1', -1, -1, '0.2', '2.4', '2.8', '4.8', '0.8', '0.5', -1, '1', '0.2', '0.5', '2.6', -1, '0.4', '98.8', '0.5', '1.1', '0.6', '3', '1.7', -1, '4.5', '5.3', '0.6', '0.86', '0.6', '17', '0.4', '24.4', '5.9', '0.5', '0.4', '7.5', -1, '1.3', '6.8', '1.2']"
"LINGONBERRY,_COWBERRY_(Vaccinium_vitis_idaea_L.)_630.html","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.08', '0.005', '0.07', '0.05', '0.07', '0.07', '0.04', '0.2', -1, '0.07', '0.003', -1, '0.02', '0.05', '0.002', '0.006', '0.1', -1, -1, -1, '0.07\xa0—\xa00.08', '0.6', -1, -1, -1, '0.07\xa0—\xa00.08', '0.08\xa0—\xa00.09', -1, -1, -1, -1, -1, -1, '0.01', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0.1', -1, -1, '0.04', '0.006', '0.01', '0.04', '0.006', '0.001', '0.02', -1, '0.2', -1, -1, '0.02', '2.9\xa0—\xa03', -1, '0.09', '0.02', '0.006', '0.006', '0.02', '0.004', -1, -1, '0.4', -1, -1, -1, -1, '0.006', '0.006', '0.04', -1, -1, -1, -1, -1, -1, -1, '0.02', '0.03', -1, '0.006']"
