CAS Number,Compound Name
144514-05-6,2-isopentyl-5-methylpyrazine
91010-41-2,2-isopentyl-6-methylpyrazine
32737-01-2,2-(2-furyl)-3-methylpyrazine
27610-38-4,2-(2-furyl)-5-methylpyrazine
32737-03-4,2-(2-furyl)-6-methylpyrazine
66719-06-0,2-(2-furyl)-5(or 6)-methylpyrazine
104593-66-0,(2-furyl)-methylpyrazine (unkn.str.)
54300-16-2,2-methyl-3-(4-methyl-2-furyl)pyrazine
54300-13-9,2-methyl-3-(5-methyl-2-furyl)pyrazine
54300-17-3,2-methyl-5-(4-methyl-2-furyl)pyrazine
54300-14-0,2-methyl-5-(5-methyl-2-furyl)pyrazine
54300-18-4,2-methyl-6-(4-methyl-2-furyl)pyrazine
54300-15-1,2-methyl-6-(5-methyl-2-furyl)pyrazine
,methyl-(5-methyl-2-furyl)-pyrazine (unkn.str.)
,"2-(4,5-dimethyl-2-furyl)-5(or 6)-methylpyrazine (unkn.str.)"
,"2-[3(or 4),5-dimethyl-2-furyl]-5(or 6)-methylpyrazine (unkn.str.)"
15707-24-1,"2,3-diethylpyrazine"
13238-84-1,"2,5-diethylpyrazine"
13067-27-1,"2,6-diethylpyrazine"
87250-91-7,diethylpyrazine (unkn.str.)
32736-90-6,2-ethyl-6-vinylpyrazine
59094-70-1,ethyl-vinylpyrazine (unkn.str.)
32736-92-8,2-ethyl-6-propylpyrazine
38028-76-1,2-ethyl-5-isopropylpyrazine
101510-82-1,2-ethyl-3-isopropenylpyrazine
14667-55-1,trimethylpyrazine
15707-34-3,"5-ethyl-2,3-dimethylpyrazine"
13360-65-1,"3-ethyl-2,5-dimethylpyrazine"
13925-07-0,"2-ethyl-3,5-dimethylpyrazine"
27043-05-6,"3(or 2)-ethyl-2(or 3),5-dimethylpyrazine"
71607-73-3,ethyldimethylpyrazine (unkn.str.)
32741-11-0,"2-(1,1-dimethylethyl)pyrazine"
80935-98-4,"2,5-dimethyl-3-vinylpyrazine"
160818-30-4,"2,3-dimethyl-5-vinylpyrazine"
157615-33-3,"2-ethenyl-3,5-dimethylpyrazine"
81352-79-6,dimethyl-vinylpyrazine (unkn.str.)
18433-97-1,"2,5-dimethyl-3-propylpyrazine"
32262-98-9,"2,3-dimethyl-5-propylpyrazine"
32350-16-6,"3,5-dimethyl-2-propylpyrazine"
97485-48-8,dimethyl-propylpyrazine (unkn.str.)
55138-72-2,"2,3-dimethyl-5-(1Z)-1-propen-1-yl-pyrazine"
55138-76-6,"2,3-dimethyl-5-(1E)-1-propen-1-yl-pyrazine"
55138-73-3,"2,5-dimethyl-3-(1Z)-1-propen-1-yl-pyrazine"
55138-77-7,"2,5-dimethyl-3-(1E)-1-propen-1-yl-pyrazine"
55138-74-4,"3,5-dimethyl-2-(1Z)-1-propen-1-yl-pyrazine"
55138-78-8,"3,5-dimethyl-2-(1E)-1-propen-1-yl-pyrazine"
55138-68-6,"2,3-dimethyl-5-(2-propen-1-yl)-pyrazine"
55138-69-7,"2,5-dimethyl-3-(2-propen-1-yl)-pyrazine"
55138-70-0,"3,5-dimethyl-2-(2-propen-1-yl)-pyrazine"
40790-20-3,"3-isopropyl-2,5-dimethylpyrazine"
40790-21-4,"2,3-dimethyl-5-(1-methylethyl)-pyrazine"
40790-19-0,"2-isopropyl-3,5-dimethylpyrazine"
,isopropyl-dimethylpyrazine (unkn.str.)
181589-32-2,2-ethenyl-3-ethyl-5-methylpyrazine
181589-33-3,3-ethenyl-2-ethyl-5-methylpyrazine
106100-51-0,ethyl-methyl-vinylpyrazine (unkn.str.)
50888-63-6,"2-butyl-3,5-dimethylpyrazine"
40790-29-2,"3-butyl-2,5-dimethylpyrazine"
15834-78-3,"5-butyl-2,3-dimethylpyrazine"
97485-49-9,butyl-dimethylpyrazine (unkn.str.)
32263-00-6,"5-sec-butyl-2,3-dimethylpyrazine"
70303-41-2,"3-sec-butyl-2,5-dimethylpyrazine"
70303-43-4,"2-sec-butyl-3,5-dimethylpyrazine"
32736-94-0,"3-isobutyl-2,5-dimethylpyrazine"
70303-42-3,"2-isobutyl-3,5-dimethylpyrazine"
54410-83-2,"5-isobutyl-2,3-dimethylpyrazine"
38888-81-2,isobutyl-dimethylpyrazine (unkn.str.)
,isobutenyl-dimethylpyrazine (unkn.str.)
75492-01-2,"2,3-dimethyl-5-(2-methylbutyl)pyrazine"
72668-36-1,"2,5-dimethyl-3-(2-methylbutyl)pyrazine"
56617-70-0,"3,5-dimethyl-2-(2-methylbutyl)pyrazine"
50888-62-5,"3,5-dimethyl-2-pentylpyrazine"
56617-69-7,"2,5-dimethyl-3-pentylpyrazine"
18450-01-6,"5-isopentyl-2,3-dimethylpyrazine"
18433-98-2,"3-isopentyl-2,5-dimethylpyrazine"
111150-30-2,"2-isopentyl-3,5-dimethylpyrazine"
75492-04-5,isopentyl-dimethylpyrazine (unkn.str.)
70303-40-1,"2-hexyl-3,5-dimethylpyrazine"
36238-34-3,"5-(2-furyl)-2,3-dimethylpyrazine"
54300-12-8,"3-(2-furyl)-2,5-dimethylpyrazine"
54300-11-7,"2-(2-furyl)-3,5-dimethylpyrazine"
,(2-furyl)-dimethylpyrazine (unkn.str.)
107082-33-7,2-(5-methyl-2-furfuryl)methylpyrazine
18138-04-0,"2,3-diethyl-5-methylpyrazine"
32736-91-7,"2,5-diethyl-3-methylpyrazine"
18138-05-1,"3,5-diethyl-2-methylpyrazine"
39723-60-9,"2(or 3),5-diethyl-3(or 2)-methylpyrazine"
,diethyl-methylpyrazine (unkn.str.)
232255-40-2,5-ethen-3-yl-ethyl-2-methylpyrazine
232255-39-9,5-ethenyl-2-ethyl-3-methylpyrazine
106100-47-4,ethylmethylpropylpyrazine
,ethyl-isobutyl-methylpyrazine (unkn.str.)
38028-82-9,triethylpyrazine
,diethyl-propylpyrazine (unkn.str.)
1124-11-4,tetramethylpyrazine
17398-16-2,ethyl-trimethylpyrazine
92233-82-4,trimethyl-propylpyrazine
104638-10-0,isopropyl-trimethylpyrazine
10132-38-4,butyl-trimethylpyrazine
46187-37-5,isobutyl-trimethylpyrazine
18482-80-9,trimethyl-(2-methylbutyl)pyrazine
10132-42-0,trimethylpentylpyrazine
10132-43-1,isopentyltrimethylpyrazine
106060-96-2,"2,3-diethyl-5,6-dimethylpyrazine"
18903-30-5,"2,5-diethyl-3,6-dimethylpyrazine"
18940-74-4,"2,6-diethyl-3,5-dimethylpyrazine"
,diethyl-dimethylpyrazine (unkn.str.)
106073-56-7,triethylmethylpyrazine
,ethyl-dimethyl-vinylpyrazine (unkn.str.)
3149-28-8,methoxypyrazine
85985-30-4,(1-ethoxyethyl)pyrazine
2847-30-5,2-methoxy-3-methylpyrazine
2882-22-6,2-methoxy-5-methylpyrazine
2882-21-5,2-methoxy-6-methylpyrazine
19846-22-1,"3-methoxy-2,5-dimethylpyrazine"
92508-08-2,"2-methoxy-3,5-dimethylpyrazine"
1426954-44-0,"5-methoxy-2,3-dimethylpyrazine"
25680-58-4,2-ethyl-3-methoxypyrazine
25680-57-3,2-methoxy-3-propylpyrazine
25773-40-4,2-isopropyl-3-methoxypyrazine
56891-99-7,2-isopropyl-5-methoxypyrazine
32737-11-4,2-butyl-3-methoxypyrazine
24683-00-9,2-isobutyl-3-methoxypyrazine
36330-05-9,2-isobutyl-5-methoxypyrazine
24168-70-5,2-(sec-butyl)-3-methoxypyrazine
124151-14-0,(R)-(-)-2-sec-butyl-3-methoxypyrazine
124150-13-9,(S)-(+)-2-sec-butyl-3-methoxypyrazine
115652-10-3,3-(2-methylbutyl)-2-methoxypyrazine
32737-13-6,3-isopentyl-2-methoxypyrazine
32737-12-5,2-methoxy-3-pentylpyrazine
115652-13-6,(E)-3-(3-pentenyl)-2-methoxypyrazine
115652-14-7,(Z)-3-(3-pentenyl)-2-methoxypyrazine
115652-12-5,3-(4-pentenyl)-2-methoxypyrazine
25680-56-2,3-hexyl-2-methoxypyrazine
115652-11-4,3-(2-methylpentyl)-2-methoxypyrazine
68844-95-1,3-isohexyl-2-methoxypyrazine
113685-79-3,2-heptyl-3-methoxypyrazine
113685-80-6,2-octyl-3-methoxypyrazine
113685-81-7,2-decyl-3-methoxypyrazine
,benzyl-methoxypyrazine (unkn.str.)
57674-19-8,3-benzyl-2-methoxypyrazine
38028-67-0,ethoxypyrazine
32737-14-7,2-ethoxy-3-methylpyrazine
67845-34-5,2-ethoxy-5-methylpyrazine
53163-97-6,2-ethoxy-6-methylpyrazine
35243-43-7,2-ethoxy-3-ethylpyrazine
72797-16-1,2-ethoxy-3-isopropylpyrazine
113685-82-8,2-ethoxy-3-pentylpyrazine
113685-83-9,2-ethoxy-3-octylpyrazine
113685-84-0,2-ethoxy-3-decylpyrazine
38346-76-8,2-methoxy-3-methyl-5-(1-methylethyl)pyrazine
56343-37-4,2-isopropyl-3-methoxy-5-methylpyrazine
99784-13-1,5-sec-butyl-2-methoxy-3-methylpyrazine
78246-20-5,5-isobutyl-2-methoxy-3-methylpyrazine
78246-21-6,2-methoxy-3-methyl-5-(2-methylbutyl)pyrazine
78261-14-0,2-methoxy-3-methyl-5-(2-methylpentyl)pyrazine
99784-14-2,2-ethoxy-3-methyl-5-(1-methylethyl)pyrazine
99784-15-3,5-sec-butyl-2-ethoxy-3-methylpyrazine
78246-14-7,2-ethoxy-3-methyl-5-(2-methylpropyl)pyrazine
99784-16-4,2-ethoxy-3-methyl-5-(2-methylbutyl)pyrazine
99784-17-5,2-ethoxy-3-methyl-5-(2-methylpentyl)pyrazine
85985-31-5,2-(1-ethoxyethyl)-5-methylpyrazine
32021-41-3,2-isopropyl-3-methoxy-6-methylpyrazine
33870-83-6,"2,5-dimethoxy-3,6-dimethylpyrazine"
56343-38-5,"2-isopropyl-3,6-dimethoxy-5-methylpyrazine"
32021-42-4,"2-isopropyl-3,5-dimethoxy-6-methylpyrazine"
56343-39-6,"2,5-diisopropyl-3,6-dimethoxypyrazine"
67845-28-7,2-methyl-6-propoxypyrazine
94089-22-2,2-isopropoxy-3-methylpyrazine
70090-29-8,2-(1-methylpropoxy)pyrazine
127053-61-6,(D)-(1-methylpropoxy)pyrazine
127053-62-7,(L)-(1-methylpropoxy)pyrazine
127053-57-0,2-(1-methylbutoxy)pyrazine
127127-40-6,(D)-(1-methylbutoxy)pyrazine
127127-41-7,(L)-(1-methylbutoxy)pyrazine
127053-58-1,2-(1-methylhexoxy)pyrazine
127127-42-8,(D)-(1-methylhexoxy)pyrazine
127127-43-9,(L)-(1-methylhexoxy)pyrazine
127053-59-2,2-(1-methylheptoxy)pyrazine
127127-44-0,(D)-(1-methylheptoxy)pyrazine
127127-45-1,(L)-(1-methylheptoxy)pyrazine
,geranyloxymethylpyrazine
56892-00-3,3-geranyloxy-2-methylpyrazine
56891-95-3,5-geranyloxy-2-methylpyrazine
107697-82-5,phenoxypyrazine
91137-78-9,2-methyl-3-phenoxypyrazine
113685-85-1,2-pentyl-3-phenoxypyrazine
113685-86-2,2-decyl-3-phenoxypyrazine
99784-18-6,3-methyl-5-(1-methylethyl)-2-phenoxypyrazine
99784-19-7,5-sec-butyl-3-methyl-2-phenoxypyrazine
78246-16-9,5-isobutyl-3-methyl-2-phenoxypyrazine
99784-20-0,3-methyl-5-(2-methylbutyl)-2-phenoxypyrazine
99784-21-1,3-methyl-5-(2-methylpentyl)-2-phenoxypyrazine
127053-60-5,menthyloxypyrazine
127127-46-2,D-menthyloxypyrazine
127127-47-3,L-menthyloxypyrazine
56891-98-6,2-camphoroxymethylpyrazine
56891-96-4,2-camphoroxy-3-methylpyrazine
56891-97-5,2-camphoroxy-5-methylpyrazine
22047-25-2,acetylpyrazine
23787-80-6,2-acetyl-3-methylpyrazine
22047-27-4,2-acetyl-5-methylpyrazine
22047-26-3,2-acetyl-6-methylpyrazine
97485-52-4,2-acetyl-5(or 6)-methylpyrazine
32974-92-8,2-acetyl-3-ethylpyrazine
43108-58-3,2-acetyl-5-ethylpyrazine
34413-34-8,2-acetyl-6-ethylpyrazine
38890-44-7,acetyl-ethylpyrazine (unkn.str.)
72186-62-0,2-acetyl-5(or 6)-ethylpyrazine
,2-acetyl-5-methoxypyrazine
39248-49-2,"2,5-diacetylpyrazine"
54300-08-2,"2-acetyl-3,5-dimethylpyrazine"
54300-09-3,"3-acetyl-2,5-dimethylpyrazine"
54300-10-6,"5-acetyl-2,3-dimethylpyrazine"
6784-62-9,acetonylpyrazine
5049-61-6,2-pyrazinamine
56343-47-6,2-dimethylamino-3-methylpyrazine
56343-48-7,2-dimethylamino-6-methylpyrazine
56343-35-2,2-dimethylamino-3-isobutylpyrazine
56343-36-3,2-dimethylamino-6-isobutylpyrazine
19847-12-2,2-pyrazinecarbonitrile
98-96-4,2-pyrazinecarboxamide
65128-99-6,5-methyl-5H-cyclopentapyrazine
23747-47-9,"6,7-dihydro-5H-cyclopentapyrazine"
23747-46-8,"6,7-dihydro-2-methyl-5H-cyclopentapyrazine"
23747-48-0,"6,7-dihydro-5-methyl-5H-cyclopentapyrazine"
38917-60-1,"6,7-dihydro-2-ethyl-5H-cyclopentapyrazine"
52517-53-0,"5-ethyl-6,7-dihydro-5H-cyclopentapyrazine"
38917-63-4,"6,7-dihydro-2,3-dimethyl-5H-cyclopentapyrazine"
38917-61-2,"6,7-dihydro-2,5-dimethyl-5H-cyclopentapyrazine"
61928-63-0,"6,7-dihydro-2,6-dimethyl-5H-cyclopentapyrazine"
38917-62-3,"6,7-dihydro-3,5-dimethyl-5H-cyclopentapyrazine"
41330-21-6,"6,7-dihydro-5,7-dimethyl-5H-cyclopentapyrazine"
,"6,7-dihydro-2(or 3),5-dimethyl-5H-cyclopentapyrazine (unkn.str.)"
,"6,7-dihydro-2(or 3),6-dimethyl-5H-cyclopentapyrazine (unkn.str.)"
65128-97-4,"2-ethyl-6,7-dihydro-5-methyl-5H-cyclopentapyrazine"
41330-35-2,"3-ethyl-6,7-dihydro-2-methyl-5H-cyclopentapyrazine"
104638-09-7,"5-ethyl-6,7-dihydro-2-methyl-5H-cyclopentapyrazine"
41330-39-6,"6,7-dihydro-2,3,5-trimethyl-5H-cyclopentapyrazine"
,"6,7-dihydro-2,5,7-trimethyl-5H-cyclopentapyrazine"
,"2-acetyl-6,7-dihydro-3-hydroxy-5-methyl-5H-cyclopentapyrazine"
,"5-hydroxy-2,3,6-trimethyl-5H-cyclopentapyrazine"
700-79-8,2-methylquinazoline
703-63-9,"2,4-dimethylquinazoline"
,"1,2,3,4,7,8-hexahydro-5,7-dimethylquinoxaline"
34413-35-9,"5,6,7,8-tetrahydroquinoxaline"
38917-65-6,"5,6,7,8-tetrahydro-2-methylquinoxaline"
52517-54-1,"5,6,7,8-tetrahydro-5-methylquinoxaline"
55968-42-8,"5,6,7,8-tetrahydro-2-ethylquinoxaline"
35149-10-1,"5,6,7,8-tetrahydro-2,3-dimethylquinoxaline"
52517-55-2,"5,6,7,8-tetrahydro-5,7-dimethylquinoxaline"
52517-56-3,"5,6,7,8-tetrahydro-5,8-dimethylquinoxaline"
91-19-0,quinoxaline
7251-61-8,2-methylquinoxaline
13708-12-8,5-methylquinoxaline
6344-72-5,6-methylquinoxaline
,5(or 6)-methylquinoxaline
2379-55-7,"2,3-dimethylquinoxaline"
26941-20-8,"2,5-dimethylquinoxaline"
22868-76-4,"2,5-dimethylpyrimidine"
1558-17-4,"4,6-dimethylpyrimidine"
67860-38-2,4-acetyl-2-methylpyrimidine
50892-83-6,1-acetylcarboline
274-55-5,"pyrrolo[1,2-a]pyrazine"
64608-59-9,"1-methylpyrrolo[1,2-a]pyrazine"
64608-61-3,"3-methylpyrrolo[1,2-a]pyrazine"
64608-60-2,"4-methylpyrrolo[1,2-a]pyrazine"
64608-62-4,"1,3-dimethylpyrrolo[1,2-a]pyrazine"
64608-63-5,"1,4-dimethylpyrrolo[1,2-a]pyrazine"
64608-64-6,"3,4-dimethylpyrrolo[1,2-a]pyrazine"
25042-83-5,5H-cyclopentapyrazine
68914-28-3,2-(or 3)-methyl-5H-cyclopentapyrazine (unkn.str.)
61929-04-2,6-methyl-5H-cyclopentapyrazine
52958-28-8,7-methyl-5H-cyclopentapyrazine
61891-57-4,dimethyl-5H-cyclopentapyrazine (unkn.str.)
,"1,2,3,4-tetrahydro-9H-pyrido[3,4-b]indole-3-carboxylic acid"
,"1,2,3,4-tetrahydro-1-methyl-9H-pyrido[3,4-b]indole-3-carboxylic acid"
290-38-0,"1,2,4-triazine"
80933-73-9,maltoxazine
593-88-4,trimethylarsine
